"_id"	"__v"	"content"	"submi_date"	"title"	"visible"
"66469fc7d352da22fc62af2f"	"0"	"生来半半生，无为半半人！问心何为？，终是一场空！    天灾人祸无为边，心心问问？？？。
一直认为自己一无所有，一直为挣不到钱而烦恼！    和天灾人祸比起来是多么的渺小！
社会定义金钱为标准！   成功=有钱！  没钱=失败！   被洗脑了这么多年。在这里告诉你：没钱不等于失败---致中国的广大农村青年！
钱=阶段性的东西，人为制造的价值！

对于自己，看法金钱：
假设一辈子都没达到目标，都要为之奋斗，那你真是一个可悲的人
假设一辈子也没找到自己所要做的事情，那也真是一个可悲的人
但确实，没有这东西你哪都去不了！  互相矛盾，  定义后面的路：金钱之路-人生之路-自由之路！


塑造自己的世界观！以自己的方式，
在我的世界里，没有年少有为，没有报效什么，没有一切规则，没有所谓的失败，没有一切！你就是你自己！找到自己的生活方式、方向：默默前行

改变：
既然原始观念对自己帮助不大，那就去颠覆它！

世人皆在观念下
独自向往观念外"	"1715904455859"	"问心！"	"true"
"668ba5e3d352da22fc62b528"	"0"	"面对不公，总是站在批判者的角度，来对这个社会进行评价，又称愤世嫉俗，是否换个角度来看就是正常现象！
这样的方式是否有一部分偏见：在掌握少量知识的前提条件下的批判，是没有公正力的！

每一个人都能愤世嫉俗（有没有想过社会不公现象、是时代发展条件下一定会发生的问题？），而我们怎么在时代的发展下更好的利用这种不公，来更好的生存？

跑偏了：是否我们可以换个角度来理解这种的社会不公：即时代发展下的正常现象！

站在正常的角度看我们自己，应该怎么去做，怎么去改变
想要改变什么？（成长到什么地步、就能改变什么地步）


既然正常，那能否成为不公上面那一部分人？

新时代的思想启蒙运动！"	"1720428003079"	"针对不公"	"true"
"66aad760bbd5b0251ed5f762"	"0"	"文字较长，暂先占位（大概是：事物发展过程中， 包含空间和时间 ，在是时间线上，考虑时超过事物发展的时间 就是左倾 ；考虑时只理解到事物发展时间的前边 就是右倾）
瓜熟蒂落，水到渠成！

--《来源：毛选第五部》"	"1722472288262"	"《关于左倾，右倾的含义》-原来这些年都理解错了"	"true"
"66aad79fbbd5b0251ed5f76f"	"0"	"占位"	"1722472351649"	"关于文章写作-来自毛的理解建议"	"true"
"66aadaacbbd5b0251ed5f77e"	"0"	"之前一直在找重点的方法，一直未找到，早晨醒来翻了一下书，突然有了一点思路，如下：

关键：流程！
理好流程！  无论是讲话还是办一件事，都包含一个让人忽略的流程！
办一件事：清晰的知道第一步、第二步、我就可以总结出哪一步可忽略，哪一步可优化，哪一步容易出问题！就能在事情上抓到重点！
叙述一件事：干了什么、碰到问题、需要什么、是否解决
或者另一个说法：经验!

人是可以塑造的! "	"1722473132531"	"抓重点！"	"true"
"66aade62bbd5b0251ed5f787"	"0"	"就知道你会点开，嘿嘿！

第一次深刻印象是在部队：山西大同人，同年兵！总会想明天/下午/晚上 会做什么！所以做事总会很有准备，相对别人总是一些提前！他的 “想 ” 很像习惯，好像从小就会（标注：另一个说法可能叫先机！自己总是有意识锻炼，但都无无了之！）
第二次深刻印象：下连后的连长，像是一种经验的 长年累月的累积，并在其经验的累积上，加入一些自己的考虑，综合再凌驾于有起色但未发生的事物之上，做出相应准备！


就会产生事情了然于胸的感觉！（说实话，很想在警察队伍中混两年，因为觉得以小事就能推断出更多东西，这个能力+往后想两步的意识+把握好重点，将是很重要的东西）！"	"1722474082485"	"多向前看两步！"	"true"
"66b17f5cbbd5b0251ed5f86b"	"0"	"尤为重要！  提上日程！

最容易理解的就是   xxx总结+踩坑！      重中之重！"	"1722908508838"	"讲问题汇总"	"true"
"66c525f7376b07dba016cc99"	"0"	"第一推荐hugo（2014年开始发布）
hugo建站；自己的理解：文档型网站，一个文档就是一个网站！超级适合写文章和技术总结的同学（把文档生成为静态网站页面，不需要服务器，域名；托管在GitHub上，会自动生成一个 用户名+github.io的地址来供人访问）
需要知识：git，markdown文档语法！及花一小时了解一些基础编程知识（例如绝对路径，相对路径；命令格式，代码中英文区别）；
高中生和大学生，太适合了！真的是神助力。

不推荐wordpress（2003年首次发布）
成本高、且后台雍容繁琐！且不容易上手，资料备份也不方便（它应该比较适合向商业网站发展！）

如果你是网站的技术人员，那恭喜你，弄这个真是如鱼得水

上述是国内两个比较出名的外国建站网站！看他们发布的时间可见网站在他们国家的大致流行时间。
反思中国为什么没有这个风气、能影响到大多公司都来搞这个呢！

以上仅为个人看法！只能说个人喜好不同吧"	"1724196343913"	"个人网站建设的一些推荐"	"true"
"66c967f1376b07dba016d100"	"0"	"起因（读他人文章时，一段英文不认识，遂百度翻译，发现语句不顺！又谷歌翻译，理解单个词的含义，推断后，得出如此结论）"	"1724475377786"	"谷歌翻译比百度翻译相对严谨准确一些！"	"true"
"66f69ce8b197be3f01dfab47"	"0"	"被其左右的事情越来越多，所以就越来越在意！(脱离它的左右才能有所创造！)

终其一生，未尝过富裕的滋味！
所从始至终，它都占据着重要地位！
怪可悲！怪可悲！

什么是富裕：
在我的父母眼中：月薪过万就是富裕！

关于满足
物质匮乏时，一点小小的东西都会使人快乐！

匮乏是否容易引起缺陷！"	"1727438056295"	"年纪越大为什么越在意钱！"	"true"
"66fbf2b1b197be3f01dfac9f"	"0"	"记起部队时，被班长熊:这就是你的标准?你的标准就这样?

回来之后的很久都没想到这个！在此记录"	"1727787697829"	"标准"	"true"
"670fb177b197be3f01dfb39f"	"0"	"不知道你有没有这样一种感觉:
接触一个陌生的东西，开始或许不太理解，但一旦进入你的脑袋，过段时间不自觉的就融会贯通了！

关于标题，我想说的不是这个！
我们的血脉中阶段性的封印了一种东西:
例如18岁，24岁，28岁，30岁，这些个点上自动会打开或认识到一些内容！

例如:
15岁不再惧怕老师
18岁不再看电视剧
24岁喜欢上新闻和历史及开始关心政治
28岁不再玩游戏，对事物的好坏立做判断，心中有一定的点数！
30岁已尝遍年轻时渴望做的事，面临的都是当下没有达到一定顿悟而些难解决的一些问题！"	"1729081719766"	"被封印的血脉！"	"true"
"67184888b197be3f01dfb7c1"	"0"	"如果你一直在安全圈内，那还能看到什么新鲜事呢！
国外知名技术人员的网站在国内部分手机浏览器上显示的还是不安全，有风险泄露隐患！"	"1729644680908"	"提示网站不安全！"	"true"
"67184bf0b197be3f01dfb7d4"	"0"	"一九三八年三月十五日，毛泽东在抗大三大队毕业典礼上，对学员们说:""社会是学校，一切在工作中学习。学习的书有两种:有字的讲义是书，社会上的一切也是书——'无字天书'。""

这个思想在青年时代的毛泽东眼里已经看到轨迹。
一九一三年，他在湖南第四师范读书时整理的课堂笔记《讲堂录》中，有这样一段话:""闭门求学，其学无用。欲从天下国家万事万物而学之，则汗漫九垓，遍游四宇尚已。""
(汗漫就是漫无边际的意思，而九垓是九层指天或者中央至八极之地。汗漫九垓，历游四宇也就是遨游天地的意思)
一九一七年夏，他邀童鞋萧子昇(sheng)，以游学方式，游历五县农村。一九一八年夏又和蔡和森到湖南等县农村进行半个多月的实地考察。一九一九年指出湖南思想界""很少人踏着人生社会的实际说话""。曾用一个半月时间，做了一次经济问题调查，写出了《论十大关系》

一九六一年三月广州会议 毛泽东讲了一段他在作战中间做调查的故事。他说:""我的经验历来如此，凡是忧愁没有办法的时候，就去调查研究，一经调查研究，办法就出来了 问题就解决了。打仗也是这样，凡是没有办法的时候，就去调查研究。在第二次反""围剿""的时候，兵少觉得很不好办，开头不了解情况 每天忧愁。我跟彭德怀两个人在白云山上跑了一天，查看地形，看了很多地方。我对彭德怀说。红一军团的四军、三军打正面，打两路，你的三军团全部打包抄，敌人一定会垮下去。如果不去看呢?就每天忧愁，就不知道如何打法。""

做周密的调查，是了解情况的最基本的方法。""这是比较什么大学还要高明的学校。""

基于马克思主义认识论""实践是认识的基础""

毛泽东说过，他从来没有想到自己去搞军事，要去打仗。后来自己带人打起仗来，上了井冈山。在井冈山上先打了一个胜仗，接着又打了两个大败仗，于是总结经验，总结了十六字打游击的经验:""敌进我退，敌驻我扰，敌疲我打，敌退我追。""正如他后来所说的:""读书是学习，使用也是学习，而且是更重要的学习。从战争中学习战争——这是我们的主要方法。""

《中国革命战争的战略问题》——毛泽东
为了系统的总结经验，军事理论书籍是不可不读的(研究了资产阶级的军事学)。

毛泽东在他的许多讲话和谈话中，引证古今中外的历史事实，反复说明一个道理:一个人光有书本知识是不行的，一定要投身到社会生活中去学习实际的知识，这是最丰富最生动的知识.
他常讲《史记》""纸上谈兵""的故事，也讲吕蒙读书的故事

获得大量书本上没有的东西，敢于否定书本上已有的定论，提出自己的科学论断。


以上摘自《毛泽东的读书生活》

"	"1729645552462"	"读有字之书，又读无字之书！"	"true"
"673b3f4be25e6cfbd7694b45"	"0"	"标题定的有点不太高大上

为什么行动是最难的事情！
想到一件事
构思
行动测验
结果
反思总结
再次行动
知行合一，中间的鸿沟有些大！
"	"1731936075981"	"怎样让自己动起来是最关键的问题！"	"true"
"675a9672e25e6cfbd7695227"	"0"	"例如：
1、马斯克支持特朗普大选，特朗普胜出！
2、叙利亚十二天政变（1970年以来，阿萨德家族统治。叙利亚反对派从阿勒颇开始反击，一路杀到大马士革）
3、韩国总统被联合削弱权力（这里可见中国的制度优势：你可以不强，但一定要听我的。自己手里的才是最安全的）
4、法国总理被投票要求辞职被拒绝！
及长时间持续
俄乌冲突，巴以战争！"	"1733990002410"	"是否可以把这个页面变为：时政新闻记录！"	"true"
"677693a4e25e6cfbd769593b"	"0"	"当真实被掩埋
当虚假被歌颂
当世人被误导

这就是这个页面就是存在的意义！
让更多人看到真相
"	"1735824292086"	"终于找到这个页面的意义了！"	"true"
